Edition,Entity_code,GLOBAL_ID,Series_with_units,Rank,Value
2013,LUX,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),5,5.4635785188
2014,LUX,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),7,5.4886599676
2012,LVA,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),103,3.4074686783
2013,LVA,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),103,3.4667022745
2014,LVA,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),107,3.4423962103
2012,MAR,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),52,4.202385
2013,MAR,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),38,4.4306692403
2014,MAR,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),51,4.3053064328
2012,MDA,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),108,3.244697362
2013,MDA,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),96,3.5878682727
2014,MDA,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),90,3.7076184068
2012,MDG,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),131,2.7522330888
2013,MDG,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),134,2.7318529865
2014,MDG,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),129,3.0125180779
2012,MEX,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),80,3.7390201415
2013,MEX,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),76,3.9323054307
2014,MEX,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),76,3.8997485749
2012,MKD,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),69,3.8848302005
2013,MKD,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),61,4.119195098
2014,MKD,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),29,4.5917121608
2012,MLI,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),68,3.8970031766
2013,MLI,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),63,4.1044029909
2014,MLI,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),64,4.1290358531
2012,MLT,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),4,5.5817463111
2013,MLT,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),4,5.6413129273
2014,MLT,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),4,5.68486558
2012,MMR,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),,
2013,MMR,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),,
2014,MMR,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),133,2.900952
2012,MNE,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),24,4.6436034898
2013,MNE,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),31,4.5826748532
2014,MNE,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),44,4.3881142883
2012,MNG,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),82,3.7235147364
2013,MNG,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),93,3.620188445
2014,MNG,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),95,3.655306207
2012,MOZ,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),75,3.8178296989
2013,MOZ,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),92,3.6271920966
2014,MOZ,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),109,3.4086259713
2012,MRT,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),126,2.8604823145
2013,MRT,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),120,3.175595851
2014,MRT,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),136,2.8288848824
2012,MUS,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),50,4.2205486881
2013,MUS,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),48,4.3084439113
2014,MUS,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),31,4.5508134833
2012,MWI,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),79,3.7646362267
2013,MWI,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),100,3.510587744
2014,MWI,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),101,3.5336656328
2012,MYS,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),10,5.3538899015
2013,MYS,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),6,5.4412063735
2014,MYS,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),9,5.3521975892
2012,NAM,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),81,3.7239866564
2013,NAM,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),97,3.5752801312
2014,NAM,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),97,3.6046248137
2012,NGA,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),72,3.8694781348
2013,NGA,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),58,4.1675247318
2014,NGA,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),66,4.0205973624
2012,NIC,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),137,2.4663523568
2013,NIC,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),125,3.0720657324
2014,NIC,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),111,3.3985177945
2012,NLD,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),43,4.3348914694
2013,NLD,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),47,4.3095083562
2014,NLD,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),41,4.4285885633
2012,NOR,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),32,4.5010586941
2013,NOR,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),19,4.8943393795
2014,NOR,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),20,4.9008869993
2012,NPL,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),115,3.190231525
2013,NPL,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),121,3.1744620769
2014,NPL,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),131,2.9188142
2012,NZL,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),19,4.8827369181
2013,NZL,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),16,5.0675400481
2014,NZL,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),10,5.2891053185
2012,OMN,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),11,5.2031914621
2013,OMN,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),15,5.1159486622
2014,OMN,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),13,5.21631
2012,PAK,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),92,3.5445880701
2013,PAK,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),117,3.2270465125
2014,PAK,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),128,3.020420075
2012,PAN,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),34,4.4656483418
2013,PAN,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),20,4.8419284442
2014,PAN,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),22,4.8854518601
2012,PER,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),93,3.5387123195
2013,PER,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),112,3.3518085532
2014,PER,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),114,3.3102944802
2012,PHL,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),100,3.4424865714
2013,PHL,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),85,3.7402421467
2014,PHL,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),80,3.8104363066
2012,POL,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),116,3.1234829574
2013,POL,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),123,3.1094227639
2014,POL,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),125,3.0777291155
2012,PRI,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),84,3.6961943034
2013,PRI,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),64,4.1043575224
2014,PRI,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),73,3.9195915305
2012,PRT,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),13,5.0864434347
2013,PRT,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),21,4.8326601124
2014,PRT,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),36,4.4940315023
2012,PRY,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),132,2.7096308091
2013,PRY,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),133,2.7418873736
2014,PRY,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),135,2.8355771159
2012,QAT,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),2,5.717247
2013,QAT,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),2,5.8479557758
2014,QAT,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),2,5.9050524978
2012,ROU,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),117,3.0461533175
2013,ROU,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),106,3.4470575531
2014,ROU,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),103,3.5019749373
2012,RUS,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),94,3.5291787065
2013,RUS,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),116,3.2847301834
2014,RUS,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),102,3.5031290831
2012,RWA,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),3,5.6875550534
2013,RWA,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),10,5.356038
2014,RWA,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),5,5.6076995405
2012,SAU,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),5,5.529584
2013,SAU,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),7,5.4359032615
2014,SAU,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),8,5.3801703842
2012,SEN,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),38,4.3950583309
2013,SEN,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),79,3.8987850989
2014,SEN,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),91,3.7040502385
2012,SGP,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),1,5.8838922358
2013,SGP,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),1,5.8917947939
2014,SGP,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),3,5.8770024104
2012,SLE,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),,
2013,SLE,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),89,3.705049
2014,SLE,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),75,3.90017195
2012,SLV,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),124,2.9334429
2013,SLV,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),126,3.0582972629
2014,SLV,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),119,3.2275075564
2012,SRB,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),120,3.0005482522
2013,SRB,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),124,3.105587575
2014,SRB,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),120,3.2272032668
2012,SUR,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),125,2.865078
2013,SUR,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),137,2.6604073408
2014,SUR,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),134,2.8486108391
2012,SVK,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),107,3.2648566929
2013,SVK,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),101,3.505620263
2014,SVK,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),117,3.2700210703
2012,SVN,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),102,3.410565
2013,SVN,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),99,3.5335151431
2014,SVN,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),106,3.4703052788
2012,SWE,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),9,5.3649458304
2013,SWE,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),12,5.2440374018
2014,SWE,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),11,5.2668901443
2012,SWZ,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),134,2.6538531737
2013,SWZ,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),131,2.8083546615
2014,SWZ,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),118,3.2385670386
2012,SYC,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),,
2013,SYC,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),17,5.025742
2014,SYC,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),38,4.4656543048
2012,SYR,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),97,3.4793094592
2013,SYR,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),,
2014,SYR,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),,
2012,TCD,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),113,3.1908790206
2013,TCD,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),95,3.5932462601
2014,TCD,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),121,3.2045056029
2012,THA,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),89,3.5784345544
2013,THA,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),104,3.4656922385
2014,THA,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),99,3.5850967342
2012,TJK,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),67,3.9726586211
2013,TJK,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),49,4.2828303854
2014,TJK,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),,
2012,TLS,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),110,3.2313750852
2013,TLS,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),107,3.4408679985
2014,TLS,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),123,3.1907092
2012,TTO,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),87,3.5958658048
2013,TTO,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),87,3.7155216127
2014,TTO,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),87,3.7389267488
2012,TUN,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),25,4.6192142925
2013,TUN,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),,
2014,TUN,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),74,3.9164048305
2012,TUR,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),78,3.7677390006
2013,TUR,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),53,4.2370841994
2014,TUR,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),55,4.2411600525
2012,TWN,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),8,5.3686917038
2013,TWN,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),11,5.3484141449
2014,TWN,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),12,5.2453514284
2012,TZA,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),90,3.572604118
2013,TZA,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),88,3.7054263361
2014,TZA,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),92,3.6836949304
2012,UGA,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),46,4.2491730176
2013,UGA,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),52,4.2398999728
2014,UGA,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),67,4.0040036525
2012,UKR,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),122,2.95406585
2013,UKR,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),130,2.8568919765
2014,UKR,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),142,2.554318459
2012,URY,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),40,4.3713899416
2013,URY,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),75,3.9342366724
2014,URY,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),84,3.7600856977
2012,USA,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),27,4.6057652683
2013,USA,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),34,4.4917700266
2014,USA,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),39,4.453026201
2012,VEN,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),129,2.8067721494
2013,VEN,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),136,2.6608238893
2014,VEN,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),144,2.5213257065
2012,VNM,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),44,4.27074462
2013,VNM,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),66,4.09880365
2014,VNM,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),60,4.1519909024
2012,YEM,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),142,1.981094
2013,YEM,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),143,2.2456325524
2014,YEM,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),146,2.412811824
2012,ZAF,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),98,3.4682789
2013,ZAF,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),105,3.4478003706
2014,ZAF,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),116,3.2956837641
2012,ZMB,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),61,4.0723610514
2013,ZMB,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),54,4.2162187033
2014,ZMB,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),50,4.3058734559
2012,ZWE,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),111,3.2190268667
2013,ZWE,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),109,3.4231204333
2014,ZWE,EOSQ079,8.01 Importance of ICTs to government vision of the future (1-7),100,3.5707183967
2012,AGO,NRI.C.08,Pillar 8. Government usage (1-7),112,3.2732066661
2013,AGO,NRI.C.08,Pillar 8. Government usage (1-7),,
2014,AGO,NRI.C.08,Pillar 8. Government usage (1-7),131,3.0664813333
2012,ALB,NRI.C.08,Pillar 8. Government usage (1-7),64,3.9006436285
2013,ALB,NRI.C.08,Pillar 8. Government usage (1-7),95,3.7918282328
2014,ALB,NRI.C.08,Pillar 8. Government usage (1-7),93,3.7545750667
2012,ARE,NRI.C.08,Pillar 8. Government usage (1-7),32,4.5874448558
2013,ARE,NRI.C.08,Pillar 8. Government usage (1-7),2,5.9851195497
2014,ARE,NRI.C.08,Pillar 8. Government usage (1-7),2,6.062998
2012,ARG,NRI.C.08,Pillar 8. Government usage (1-7),119,3.1150504912
2013,ARG,NRI.C.08,Pillar 8. Government usage (1-7),117,3.3460224414
2014,ARG,NRI.C.08,Pillar 8. Government usage (1-7),121,3.2644586882
2012,ARM,NRI.C.08,Pillar 8. Government usage (1-7),95,3.4700055391
2013,ARM,NRI.C.08,Pillar 8. Government usage (1-7),78,3.942450608
2014,ARM,NRI.C.08,Pillar 8. Government usage (1-7),76,3.9828158632
2012,AUS,NRI.C.08,Pillar 8. Government usage (1-7),8,5.2582194205
2013,AUS,NRI.C.08,Pillar 8. Government usage (1-7),19,5.2503157333
2014,AUS,NRI.C.08,Pillar 8. Government usage (1-7),21,5.1675385707
2012,AUT,NRI.C.08,Pillar 8. Government usage (1-7),39,4.4332361429
2013,AUT,NRI.C.08,Pillar 8. Government usage (1-7),35,4.6476457241
2014,AUT,NRI.C.08,Pillar 8. Government usage (1-7),36,4.6479176554
2012,AZE,NRI.C.08,Pillar 8. Government usage (1-7),38,4.4369181213
2013,AZE,NRI.C.08,Pillar 8. Government usage (1-7),34,4.7093583002
2014,AZE,NRI.C.08,Pillar 8. Government usage (1-7),34,4.7707182907
2012,BDI,NRI.C.08,Pillar 8. Government usage (1-7),139,2.2792146986
2013,BDI,NRI.C.08,Pillar 8. Government usage (1-7),142,2.4664425986
2014,BDI,NRI.C.08,Pillar 8. Government usage (1-7),144,2.6414406561
2012,BEL,NRI.C.08,Pillar 8. Government usage (1-7),34,4.56044045
2013,BEL,NRI.C.08,Pillar 8. Government usage (1-7),41,4.4791296336
2014,BEL,NRI.C.08,Pillar 8. Government usage (1-7),42,4.473415728
2012,BEN,NRI.C.08,Pillar 8. Government usage (1-7),104,3.370263825
2013,BEN,NRI.C.08,Pillar 8. Government usage (1-7),135,2.8961932564
2014,BEN,NRI.C.08,Pillar 8. Government usage (1-7),137,2.9003800429
2012,BFA,NRI.C.08,Pillar 8. Government usage (1-7),98,3.4345218072
2013,BFA,NRI.C.08,Pillar 8. Government usage (1-7),92,3.7988513325
2014,BFA,NRI.C.08,Pillar 8. Government usage (1-7),101,3.6504256469
2012,BGD,NRI.C.08,Pillar 8. Government usage (1-7),56,4.056592035
2013,BGD,NRI.C.08,Pillar 8. Government usage (1-7),68,4.0343976613
2014,BGD,NRI.C.08,Pillar 8. Government usage (1-7),73,4.0028682246
2012,BGR,NRI.C.08,Pillar 8. Government usage (1-7),87,3.6011114472
2013,BGR,NRI.C.08,Pillar 8. Government usage (1-7),98,3.7398224033
2014,BGR,NRI.C.08,Pillar 8. Government usage (1-7),97,3.705808208
2012,BHR,NRI.C.08,Pillar 8. Government usage (1-7),4,5.5906449047
2013,BHR,NRI.C.08,Pillar 8. Government usage (1-7),4,5.7758351333
2014,BHR,NRI.C.08,Pillar 8. Government usage (1-7),5,5.6186271132
2012,BIH,NRI.C.08,Pillar 8. Government usage (1-7),123,3.0142083333
2013,BIH,NRI.C.08,Pillar 8. Government usage (1-7),111,3.5501749167
2014,BIH,NRI.C.08,Pillar 8. Government usage (1-7),99,3.6875696667
2012,BLZ,NRI.C.08,Pillar 8. Government usage (1-7),137,2.4854993333
2013,BLZ,NRI.C.08,Pillar 8. Government usage (1-7),,
2014,BLZ,NRI.C.08,Pillar 8. Government usage (1-7),,
2012,BOL,NRI.C.08,Pillar 8. Government usage (1-7),120,3.0480005415
2013,BOL,NRI.C.08,Pillar 8. Government usage (1-7),115,3.4484333157
2014,BOL,NRI.C.08,Pillar 8. Government usage (1-7),115,3.4724774986
2012,BRA,NRI.C.08,Pillar 8. Government usage (1-7),59,3.9671689957
2013,BRA,NRI.C.08,Pillar 8. Government usage (1-7),48,4.377440138
2014,BRA,NRI.C.08,Pillar 8. Government usage (1-7),54,4.2707665261
2012,BRB,NRI.C.08,Pillar 8. Government usage (1-7),61,3.9428555746
2013,BRB,NRI.C.08,Pillar 8. Government usage (1-7),64,4.1337848113
2014,BRB,NRI.C.08,Pillar 8. Government usage (1-7),72,4.0127299154
2012,BRN,NRI.C.08,Pillar 8. Government usage (1-7),50,4.1226793421
2013,BRN,NRI.C.08,Pillar 8. Government usage (1-7),33,4.7496124877
2014,BRN,NRI.C.08,Pillar 8. Government usage (1-7),30,4.8640746427
2012,BTN,NRI.C.08,Pillar 8. Government usage (1-7),,
2013,BTN,NRI.C.08,Pillar 8. Government usage (1-7),,
2014,BTN,NRI.C.08,Pillar 8. Government usage (1-7),70,4.0376006667
2012,BWA,NRI.C.08,Pillar 8. Government usage (1-7),72,3.7248957523
2013,BWA,NRI.C.08,Pillar 8. Government usage (1-7),91,3.8032858605
2014,BWA,NRI.C.08,Pillar 8. Government usage (1-7),86,3.8163284643
2012,CAN,NRI.C.08,Pillar 8. Government usage (1-7),9,5.242491411
2013,CAN,NRI.C.08,Pillar 8. Government usage (1-7),22,5.1416304375
2014,CAN,NRI.C.08,Pillar 8. Government usage (1-7),25,5.0462887674
2012,CHE,NRI.C.08,Pillar 8. Government usage (1-7),35,4.5516502206
2013,CHE,NRI.C.08,Pillar 8. Government usage (1-7),31,4.856866787
2014,CHE,NRI.C.08,Pillar 8. Government usage (1-7),35,4.7419580189
2012,CHL,NRI.C.08,Pillar 8. Government usage (1-7),26,4.6922769057
2013,CHL,NRI.C.08,Pillar 8. Government usage (1-7),29,4.8954085451
2014,CHL,NRI.C.08,Pillar 8. Government usage (1-7),32,4.8270342875
2012,CHN,NRI.C.08,Pillar 8. Government usage (1-7),33,4.5805233388
2013,CHN,NRI.C.08,Pillar 8. Government usage (1-7),38,4.5794315834
2014,CHN,NRI.C.08,Pillar 8. Government usage (1-7),38,4.5769336111
2012,CIV,NRI.C.08,Pillar 8. Government usage (1-7),97,3.4433248806
2013,CIV,NRI.C.08,Pillar 8. Government usage (1-7),112,3.543202869
2014,CIV,NRI.C.08,Pillar 8. Government usage (1-7),107,3.5777786528
2012,CMR,NRI.C.08,Pillar 8. Government usage (1-7),118,3.1231980602
2013,CMR,NRI.C.08,Pillar 8. Government usage (1-7),101,3.7072063057
2014,CMR,NRI.C.08,Pillar 8. Government usage (1-7),102,3.6387551347
2012,COL,NRI.C.08,Pillar 8. Government usage (1-7),28,4.653283581
2013,COL,NRI.C.08,Pillar 8. Government usage (1-7),32,4.765220016
2014,COL,NRI.C.08,Pillar 8. Government usage (1-7),31,4.8590224986
2012,CPV,NRI.C.08,Pillar 8. Government usage (1-7),45,4.2931567654
2013,CPV,NRI.C.08,Pillar 8. Government usage (1-7),45,4.413660103
2014,CPV,NRI.C.08,Pillar 8. Government usage (1-7),50,4.3065455589
2012,CRI,NRI.C.08,Pillar 8. Government usage (1-7),74,3.7167263475
2013,CRI,NRI.C.08,Pillar 8. Government usage (1-7),61,4.1668799447
2014,CRI,NRI.C.08,Pillar 8. Government usage (1-7),64,4.1190340304
2012,CYP,NRI.C.08,Pillar 8. Government usage (1-7),62,3.9417966127
2013,CYP,NRI.C.08,Pillar 8. Government usage (1-7),65,4.1271633395
2014,CYP,NRI.C.08,Pillar 8. Government usage (1-7),66,4.071316004
2012,CZE,NRI.C.08,Pillar 8. Government usage (1-7),77,3.6877155558
2013,CZE,NRI.C.08,Pillar 8. Government usage (1-7),93,3.7939570061
2014,CZE,NRI.C.08,Pillar 8. Government usage (1-7),96,3.7247401149
2012,DEU,NRI.C.08,Pillar 8. Government usage (1-7),30,4.6111125853
2013,DEU,NRI.C.08,Pillar 8. Government usage (1-7),26,5.0057323336
2014,DEU,NRI.C.08,Pillar 8. Government usage (1-7),27,4.9668687425
2012,DNK,NRI.C.08,Pillar 8. Government usage (1-7),12,5.1450601191
2013,DNK,NRI.C.08,Pillar 8. Government usage (1-7),24,5.0463454383
2014,DNK,NRI.C.08,Pillar 8. Government usage (1-7),26,5.0140374062
2012,DOM,NRI.C.08,Pillar 8. Government usage (1-7),65,3.8842130577
2013,DOM,NRI.C.08,Pillar 8. Government usage (1-7),72,3.9949540851
