Edition,Entity_code,Entity,GLOBAL_ID,Series_with_units,Rank,Value,Date_description,Note,Source,Source_date
2014,PRT,Portugal,NRI,Networked Readiness Index (1-7),33,4.7254850295,2014 edition,Refer to Chapter 1.1 of The Global Information Technology 2014 for details about the computation methodology,World Economic Forum;The Global Information Technology Report 2014; www.weforum.org/gcr,22/04/2014
2014,PRY,Paraguay,NRI,Networked Readiness Index (1-7),102,3.4731200312,2014 edition,Refer to Chapter 1.1 of The Global Information Technology 2014 for details about the computation methodology,World Economic Forum;The Global Information Technology Report 2014; www.weforum.org/gcr,22/04/2014
2014,QAT,Qatar,NRI,Networked Readiness Index (1-7),23,5.2215494566,2014 edition,Refer to Chapter 1.1 of The Global Information Technology 2014 for details about the computation methodology,World Economic Forum;The Global Information Technology Report 2014; www.weforum.org/gcr,22/04/2014
2014,ROU,Romania,NRI,Networked Readiness Index (1-7),75,3.9480902054,2014 edition,Refer to Chapter 1.1 of The Global Information Technology 2014 for details about the computation methodology,World Economic Forum;The Global Information Technology Report 2014; www.weforum.org/gcr,22/04/2014
2014,RUS,Russian Federation,NRI,Networked Readiness Index (1-7),50,4.3039300687,2014 edition,Refer to Chapter 1.1 of The Global Information Technology 2014 for details about the computation methodology,World Economic Forum;The Global Information Technology Report 2014; www.weforum.org/gcr,22/04/2014
2014,RWA,Rwanda,NRI,Networked Readiness Index (1-7),85,3.7795299956,2014 edition,Refer to Chapter 1.1 of The Global Information Technology 2014 for details about the computation methodology,World Economic Forum;The Global Information Technology Report 2014; www.weforum.org/gcr,22/04/2014
2014,SAU,Saudi Arabia,NRI,Networked Readiness Index (1-7),32,4.7839773696,2014 edition,Refer to Chapter 1.1 of The Global Information Technology 2014 for details about the computation methodology,World Economic Forum;The Global Information Technology Report 2014; www.weforum.org/gcr,22/04/2014
2014,SEN,Senegal,NRI,Networked Readiness Index (1-7),114,3.296411631,2014 edition,Refer to Chapter 1.1 of The Global Information Technology 2014 for details about the computation methodology,World Economic Forum;The Global Information Technology Report 2014; www.weforum.org/gcr,22/04/2014
2014,SGP,Singapore,NRI,Networked Readiness Index (1-7),2,5.9675434628,2014 edition,Refer to Chapter 1.1 of The Global Information Technology 2014 for details about the computation methodology,World Economic Forum;The Global Information Technology Report 2014; www.weforum.org/gcr,22/04/2014
2014,SLE,Sierra Leone,NRI,Networked Readiness Index (1-7),134,2.8506422022,2014 edition,Refer to Chapter 1.1 of The Global Information Technology 2014 for details about the computation methodology,World Economic Forum;The Global Information Technology Report 2014; www.weforum.org/gcr,22/04/2014
2014,SLV,El Salvador,NRI,Networked Readiness Index (1-7),98,3.6298063188,2014 edition,Refer to Chapter 1.1 of The Global Information Technology 2014 for details about the computation methodology,World Economic Forum;The Global Information Technology Report 2014; www.weforum.org/gcr,22/04/2014
2014,SRB,Serbia,NRI,Networked Readiness Index (1-7),80,3.8827278184,2014 edition,Refer to Chapter 1.1 of The Global Information Technology 2014 for details about the computation methodology,World Economic Forum;The Global Information Technology Report 2014; www.weforum.org/gcr,22/04/2014
2014,SUR,Suriname,NRI,Networked Readiness Index (1-7),113,3.302756934,2014 edition,Refer to Chapter 1.1 of The Global Information Technology 2014 for details about the computation methodology,World Economic Forum;The Global Information Technology Report 2014; www.weforum.org/gcr,22/04/2014
2014,SVK,Slovak Republic,NRI,Networked Readiness Index (1-7),59,4.1151933257,2014 edition,Refer to Chapter 1.1 of The Global Information Technology 2014 for details about the computation methodology,World Economic Forum;The Global Information Technology Report 2014; www.weforum.org/gcr,22/04/2014
2014,SVN,Slovenia,NRI,Networked Readiness Index (1-7),36,4.5972060723,2014 edition,Refer to Chapter 1.1 of The Global Information Technology 2014 for details about the computation methodology,World Economic Forum;The Global Information Technology Report 2014; www.weforum.org/gcr,22/04/2014
2014,SWE,Sweden,NRI,Networked Readiness Index (1-7),3,5.9299052098,2014 edition,Refer to Chapter 1.1 of The Global Information Technology 2014 for details about the computation methodology,World Economic Forum;The Global Information Technology Report 2014; www.weforum.org/gcr,22/04/2014
2014,SWZ,Swaziland,NRI,Networked Readiness Index (1-7),126,3.0030981645,2014 edition,Refer to Chapter 1.1 of The Global Information Technology 2014 for details about the computation methodology,World Economic Forum;The Global Information Technology Report 2014; www.weforum.org/gcr,22/04/2014
2014,SYC,Seychelles,NRI,Networked Readiness Index (1-7),66,4.0228429668,2014 edition,Refer to Chapter 1.1 of The Global Information Technology 2014 for details about the computation methodology,World Economic Forum;The Global Information Technology Report 2014; www.weforum.org/gcr,22/04/2014
2014,SYR,Syria,NRI,Networked Readiness Index (1-7),,,2014 edition,Refer to Chapter 1.1 of The Global Information Technology 2014 for details about the computation methodology,World Economic Forum;The Global Information Technology Report 2014; www.weforum.org/gcr,22/04/2014
2014,TCD,Chad,NRI,Networked Readiness Index (1-7),148,2.2237677956,2014 edition,Refer to Chapter 1.1 of The Global Information Technology 2014 for details about the computation methodology,World Economic Forum;The Global Information Technology Report 2014; www.weforum.org/gcr,22/04/2014
2014,THA,Thailand,NRI,Networked Readiness Index (1-7),67,4.0064705761,2014 edition,Refer to Chapter 1.1 of The Global Information Technology 2014 for details about the computation methodology,World Economic Forum;The Global Information Technology Report 2014; www.weforum.org/gcr,22/04/2014
2014,TJK,Tajikistan,NRI,Networked Readiness Index (1-7),,,2014 edition,Refer to Chapter 1.1 of The Global Information Technology 2014 for details about the computation methodology,World Economic Forum;The Global Information Technology Report 2014; www.weforum.org/gcr,22/04/2014
2014,TLS,Timor-leste,NRI,Networked Readiness Index (1-7),141,2.6913273904,2014 edition,Refer to Chapter 1.1 of The Global Information Technology 2014 for details about the computation methodology,World Economic Forum;The Global Information Technology Report 2014; www.weforum.org/gcr,22/04/2014
2014,TTO,Trinidad and Tobago,NRI,Networked Readiness Index (1-7),71,3.9728957052,2014 edition,Refer to Chapter 1.1 of The Global Information Technology 2014 for details about the computation methodology,World Economic Forum;The Global Information Technology Report 2014; www.weforum.org/gcr,22/04/2014
2014,TUN,Tunisia,NRI,Networked Readiness Index (1-7),87,3.7711375232,2014 edition,Refer to Chapter 1.1 of The Global Information Technology 2014 for details about the computation methodology,World Economic Forum;The Global Information Technology Report 2014; www.weforum.org/gcr,22/04/2014
2014,TUR,Turkey,NRI,Networked Readiness Index (1-7),51,4.2966285544,2014 edition,Refer to Chapter 1.1 of The Global Information Technology 2014 for details about the computation methodology,World Economic Forum;The Global Information Technology Report 2014; www.weforum.org/gcr,22/04/2014
2014,TWN,"Taiwan, China",NRI,Networked Readiness Index (1-7),14,5.4717609096,2014 edition,Refer to Chapter 1.1 of The Global Information Technology 2014 for details about the computation methodology,World Economic Forum;The Global Information Technology Report 2014; www.weforum.org/gcr,22/04/2014
2014,TZA,Tanzania,NRI,Networked Readiness Index (1-7),125,3.0385120675,2014 edition,Refer to Chapter 1.1 of The Global Information Technology 2014 for details about the computation methodology,World Economic Forum;The Global Information Technology Report 2014; www.weforum.org/gcr,22/04/2014
2014,UGA,Uganda,NRI,Networked Readiness Index (1-7),115,3.2537455821,2014 edition,Refer to Chapter 1.1 of The Global Information Technology 2014 for details about the computation methodology,World Economic Forum;The Global Information Technology Report 2014; www.weforum.org/gcr,22/04/2014
2014,UKR,Ukraine,NRI,Networked Readiness Index (1-7),81,3.8685868482,2014 edition,Refer to Chapter 1.1 of The Global Information Technology 2014 for details about the computation methodology,World Economic Forum;The Global Information Technology Report 2014; www.weforum.org/gcr,22/04/2014
2014,URY,Uruguay,NRI,Networked Readiness Index (1-7),56,4.2179846642,2014 edition,Refer to Chapter 1.1 of The Global Information Technology 2014 for details about the computation methodology,World Economic Forum;The Global Information Technology Report 2014; www.weforum.org/gcr,22/04/2014
2014,USA,United States,NRI,Networked Readiness Index (1-7),7,5.6138370753,2014 edition,Refer to Chapter 1.1 of The Global Information Technology 2014 for details about the computation methodology,World Economic Forum;The Global Information Technology Report 2014; www.weforum.org/gcr,22/04/2014
2014,VEN,Venezuela,NRI,Networked Readiness Index (1-7),106,3.3926930434,2014 edition,Refer to Chapter 1.1 of The Global Information Technology 2014 for details about the computation methodology,World Economic Forum;The Global Information Technology Report 2014; www.weforum.org/gcr,22/04/2014
2014,VNM,Vietnam,NRI,Networked Readiness Index (1-7),84,3.8362233133,2014 edition,Refer to Chapter 1.1 of The Global Information Technology 2014 for details about the computation methodology,World Economic Forum;The Global Information Technology Report 2014; www.weforum.org/gcr,22/04/2014
2014,YEM,Yemen,NRI,Networked Readiness Index (1-7),140,2.7311018914,2014 edition,Refer to Chapter 1.1 of The Global Information Technology 2014 for details about the computation methodology,World Economic Forum;The Global Information Technology Report 2014; www.weforum.org/gcr,22/04/2014
2014,ZAF,South Africa,NRI,Networked Readiness Index (1-7),70,3.9756260071,2014 edition,Refer to Chapter 1.1 of The Global Information Technology 2014 for details about the computation methodology,World Economic Forum;The Global Information Technology Report 2014; www.weforum.org/gcr,22/04/2014
2014,ZMB,Zambia,NRI,Networked Readiness Index (1-7),110,3.3385381499,2014 edition,Refer to Chapter 1.1 of The Global Information Technology 2014 for details about the computation methodology,World Economic Forum;The Global Information Technology Report 2014; www.weforum.org/gcr,22/04/2014
2014,ZWE,Zimbabwe,NRI,Networked Readiness Index (1-7),117,3.2378150519,2014 edition,Refer to Chapter 1.1 of The Global Information Technology 2014 for details about the computation methodology,World Economic Forum;The Global Information Technology Report 2014; www.weforum.org/gcr,22/04/2014
